_id,singkat,hasil
16214,dimintain,dimintai
16215,dilepeh,dimuntahkan
16216,dinamani,dinamai
16217,dinantikanâ,dinantikan
16218,dpmptsp,dinas penanaman modal dan pelayanan terpadu satu pintu
16219,dinihari,dini hari
16220,dinyinyirin,dinyinyiri
16221,diubati,diobati
16222,diobok2,diobok obok
16223,diomongin,diomongi
16224,dipakenya,dipakainya
16225,dipamerin,dipameri
16226,diparkirin,diparkirkan
16227,dipasangan,dipasangkan
16228,dipasangin,dipasangkan
16229,diphk,dipecat
16230,dipeluhara,dipelihara
16231,dipiara,dipelihara
16232,dipilpres,dipemilihan presiden
16233,dpenuhi,dipenuhi
16234,dipaelokan,diperbaiki
16235,dpercaya,dipercaya
16236,dipercayain,dipercayai
16237,diperhatiin,diperhatikan
16238,diperhatika,diperhatikan
16239,dperhatikan,diperhatikan
16240,diperingatin,diperingatkan
16241,dwelling,diperingatkan
16242,diprakirakan,diperkirakan
16243,diperlakuin,diperlakukan
16244,dimasalahkan,dipermasalahkan
16245,dipersilahkan,dipersilakan
16246,diperasulit,dipersulit
16247,dprtmbngk,dipertimbangkan
16248,dpkir,dipikir
16249,dipilihâ� dprd,dipilih aja daripada
16250,dipimpinulama,dipimpin ulama
16251,dipindahin,dipindahkan
16252,diplomasipublik,diplomasi publik
16253,diporakporandakan,diporakporandakan
16254,diprovo,diprovokasi
16255,dipukulin,dipukuli
16256,dipulangin,dipulangkan
16257,diputer,diputar
16258,diracuni,diracun
16259,direjam,dirajam
16260,direcokin,direcoki
16261,dm,direct message
16262,dmcin,direct message sis
16263,dirakamkan,direkamkan
16264,ditjen,direktorat jenderal
16265,djp,direktorat jenderal pajak
16266,ditreskrimum,direktorat reserse kriminal umum
16267,dirjen,direktur jenderal
16268,dirut,direktur utama
16269,diremes,diremas
16270,direncanain,direncanakan
16271,diritwit,diretweet
16272,dirp,diri
16273,diributin,diributkan
16274,drmu,dirimu
16275,diringkes,diringkas
16276,dirmanida,dirman ida
16277,dirmannaikganjarpanik,dirman naik ganjar panik
16278,dsnajib,dis najib
16279,disalty,disabilitas
16280,disadarin,disadarkan
16281,disah,disahkan
16282,disakitin,disakiti
16283,disalh,disalah
16284,disalahin,disalahkan
16285,disholatin,disalati
16286,disam,disama
16287,disama2kan,disama samakan
16288,disamain,disamakan
16289,dismain,disamakan
16290,disatuin,disatukan
16291,dj,disc jockey
16292,disebarin,disebarkan
16293,dishare,disebarkan
16294,disebutin,disebutkan
16295,disekolahin,disekolahkan
16296,disela2,disela sela
16297,dselidiki,diselidiki
16298,diumpetin,disembunyikan
16299,dimute,disenyapkan
16300,disenyumin,disenyumi
16301,disruduk,diseruduk
16302,dstiap,disetiap
16303,disiapin,disiapkan
16304,disinisin,disinisi
16305,disipitin,disipitkan
16306,disiramin,disirami
16307,diskon2,diskon diskon
16308,diskrening,diskrining
16309,dis,diskualifikasi
16310,diskusikde,diskusi
16311,disodorin,disodorkan
16312,diplay,display
16313,district9,district
16314,dilike,disukai
16315,disukain,disukai
16316,dsusul,disusul
16317,ditabayunin,ditabayuni
16318,ditampol,ditabok
16319,ditambah2i,ditambah tambahkan
16320,ditanggapin,ditanggapi
16321,ditanggepi,ditanggapi
16322,ditanggepin,ditanggapi
16323,ditangkapin,ditangkap
16324,ditangkp,ditangkap
16325,ditaroin,ditaruhkan
16326,ditawarin,ditawari
16327,ditegor,ditegur
16328,ditelpon,ditelepon
16329,ditempatin,ditempatkan
16330,ditemuin,ditemukan
16331,ditenggelamin,ditenggelamkan
16332,diterapin,diterapkan
16333,diterapkanâ,diterapkan
16334,diteriakin,diteriaki
16335,dterima,diterima
16336,dtrma,diterima
16337,ditetapkn,ditetapkan
16338,ditidurin,ditiduri
16339,ditinggalin,ditinggalkan
16340,diupgrade,ditingkatkan
16341,ditolerir,ditoleransi
16342,dtuduh,dituduh
16343,dtukarkn,ditukarkan
16344,ditungguin,ditunggu
16345,dirubah,diubah
16346,dirubh,diubah
16347,drobah,diubah
16348,diulang2,diulang ulang
16349,diungkit2,diungkit ungkit
16350,diushakan,diusahakan
16351,diusilin,diusili
16352,diutarain,diutarakan
16353,diwajibin,diwajibkan
16354,dwaspadai,diwaspadai
16355,djarotcalonnapi,djarot calon narapidana
16356,djarotsihar2,djarot sihar 2
16357,djarotsiharmenang,djarot sihar menang
16358,dnnya,dnanya
16359,dinungo,doa
16360,dodigiri4sumsel,dodi giri 4 sumatera selatan
16361,doesn,does not
16362,dog,dog
16363,dorg,dog
16364,dogfighting,dog fighting
16365,doið,doi
16366,doido,doi
16367,dokter2,dokter dokter
16368,dokter2nya,dokter dokternya
16369,dra,doktoranda
16370,drs,doktorandes
16371,doktrin2,doktrin doktrin
16372,dollar,dolar
16373,dool,doll
16374,domba2,domba domba
16375,donal,donald
16376,donkz,dong
16377,dunn,dong
16378,dongo,dongok
16379,dongokk,dongok
16380,dongoo,dongok
16381,dongook,dongok
16382,dongoin,dongokkan
16383,donii,doni
16384,donordarah,donor darah
16385,doronguntuk,dorong untuk
16386,dosa2,dosa dosa
16387,dosadosa,dosa dosa
16388,doublefuck,double fuck
16389,doer,dower
16390,dramaahokdikriminalisasi,drama ahok dikriminalisasi
16391,drakor,drama korea
16392,drifit,dri fit
16393,duaâ,dua
16394,dua2,dua dua
16395,duduk2,duduk duduk
16396,dudukin,duduki
16397,dkung,dukung
16398,dukuung,dukung
16399,dukung2,dukung dukung
16400,dukungsidangistimewampr,dukung sidang istimewa majelis permusyawaratan rakyat
16401,dluu,dulu
16402,dolo,dulu
16403,dulu2,dulu dulu
16404,duluin,dulukan
16405,dlulah,dululah
16406,dumxcamping,dum camping
16407,dumbception,dumb ception
16408,dunguâ,dungu
16409,dungu2periode,dungu dua periode
16410,dunyo,dunia
16411,dumay,dunia maya
16412,dunningkrugereffect,dunning kruger effect
16413,dustakaan,dustakan
16414,dubes,duta besar
16415,eaa,eak
16416,eaak,eak
16417,eaakk,eak
16418,eeaa,eak
16419,ehak,eak
16420,ecehh,ececeh
16421,ecek2,ecek ecek
16422,edann,edan
16423,eds,edisi
16424,edotensei,edo tensei
16425,efec,efek
16426,efekbacaberita,efek baca berita
16427,effektif,efektif
16428,egoism,egoisme
16429,eeh,eh
16430,eanjink,eh anjing
16431,eastaga,eh astaga
16432,egataunye,eh enggak taunya
16433,eemelawan,eh melawan
16434,eifell,eiffel
16435,eittss,eits
16436,ekjayati,ekajati
16437,economic,ekonomi
16438,economics,ekonomi
16439,economy,ekonomi
16440,ekonomiâ,ekonomi
16441,egp,emang gue pikir
16442,dunno,enggak tau
16443,eheh,hehe
16444,ehehe,hehe
16445,eheheh,hehe
16446,ehhe,hehe
16447,eehm,hem
16448,ehem,hem
16449,eeyeww,iyuh
16450,djiaa,jiah
16451,djoss,keren
16452,ebih,lebih
16453,dimples,lesung pipi
16454,eii,oi
16455,editing,pengeditan
16456,dklovers,penggemar dk
16457,disbitch,perek
16458,dlongap,plonga
16459,dlongop,plongo
16460,drivernya,sopirnya
16461,ee,tai
16462,eek,tai
16463,eeq,tai
16464,download,unduh
16465,dzalim,zalim
16466,dzholimnya,zalimnya
16467,dzat,zat
16468,dzikir,zikir
16469,event2,acara acara
16470,eventnya,acaranya
16471,elah,alah
16472,elaj,alah
16473,enjing,anjing
16474,geni,api
16475,eyo,ayo
16476,gemana,bagaimana
16477,gima,bagaimana
16478,gimame,bagaimana
16479,gmni,bagaimana nih
16480,gimanasi,bagaimana sih
16481,gmnsi,bagaimana sih
16482,ginich,begini
16483,gini2,begini begini
16484,ginilah,beginilah
16485,getoo,begitu
16486,gt2,begitu begitu
16487,gtuan,begituan
16488,gsnya,bintang tamunya
16489,foong,bohong
16490,form,borang
16491,formnya,borangnya
16492,fakuy,cihui
16493,getih,darah
16494,erau,derau
16495,ekonomiri,ekonomi
16496,ekosistim,ekosistem
16497,ekotrenganjaryasinno1,ekotren ganjar yasin no 1
16498,exis,eksis
16499,exist,eksis
16500,eksklusifitas,eksklusivitas
16501,exodus,eksodus
16502,exorcism,eksorsisme
16503,exorcist,eksorsisme
16504,exotic,eksotik
16505,expansi,ekspansi
16506,expat,ekspat
16507,ekspresiny,ekspresinya
16508,expresinya,ekspresinya
16509,extra,ekstra
16510,extravaganzabanyumas,ekstra vaganza banyumas
16511,extrac,ekstrak
16512,ekstrim,ekstrem
16513,ekstrem2an,ekstrem ekstreman
16514,ekstrimis,ekstremis
16515,extrimis,ekstremis
16516,ekstrimisme,ekstremisme
16517,extrovert,ekstrover
16518,emtek,elang mahkota teknologi
16519,eletabilitas,elektabilitas
16520,elektabilitaanya,elektabilitasnya
16521,ektp,elektonik kartu tanda penduduk
16522,elshintaituakurat,elshinta itu akurat
16523,elusin,elusi
16524,emabel,embel
16525,embel2,embel embel
16526,embel2nya,embel embelnya
16527,embelâ²,embel embelnya
16528,emotion,emosi
16529,esmosi,emosi
16530,empathy,empati
16531,emut2,emut emut
16532,emutin,emutkan
16533,ena,ena
16534,enaenain,ena ena
16535,enaak,enak
16536,enak2,enak enak
16537,engcer,encer
16538,esdm,energi dan sumber daya mineral
16539,emggak,enggak
16540,enga,enggak
16541,gakan,enggak akan
16542,gppalah,enggak apalah
16543,gabakalan,enggak bakalan
16544,gabener,enggak benar
16545,gabenernya,enggak benarnya
16546,gaiza,enggak bisa
16547,gbisa,enggak bisa
16548,gabole,enggak boleh
16549,gacuma,enggak cuma
16550,gadeng,enggak deng
16551,gakdeng,enggak deng
16552,gak2,enggak enggak
16553,gaabis,enggak habis
16554,gakhabispikir,enggak habis pikir
16555,geje,enggak jelas
16556,gajedot,enggak jelas ngentot
16557,gajetot,enggak jelas ngentot
16558,gakelamaan,enggak kelamaan
16559,gakliatan,enggak kelihatan
16560,gakerasa,enggak kerasa
16561,gamalu,enggak malu
16562,gakmau,enggak mau
16563,gkmau,enggak mau
16564,gmw,enggak mau
16565,gangerti,enggak mengerti
16566,gamungkin,enggak mungkin
16567,gapaham,enggak paham
16568,gapeka,enggak peka
16569,gakpernah,enggak pernah
16570,gasadar,enggak sadar
16571,gaksi,enggak sih
16572,gaksie,enggak sih
16573,gasi,enggak sih
16574,gasii,enggak sih
16575,gaush,enggak usah
16576,gosah,enggak usah
16577,gakl,enggaklah
16578,gakla,enggaklah
16579,eps,episode
16580,endorgan,erdogan
16581,esdegan,es degan
16582,euyy,euy
16583,eventho,event
16584,eo,event organizer
16585,excitingbantenonsebabaduy,exciting banten seba baduy
16586,exocomingsoon,exo coming soon
16587,exomedals,exo medals
16588,exoonburjkhalifa,exo on burj khalifa
16589,exoplanet,exo planet
16590,exiting,exsisting
16591,facupfinal,fa cup final
16592,facrbook,facebook
16593,fesbuk,facebook
16594,fadly,fadli
16595,fadlizon,fadli zon
16596,fadlizone,fadli zon
16597,fahmu,fahmi
16598,fahrisetan,fahri setan
16599,fait,faith
16600,faithâ,faith
16601,facta,fakta
16602,faktafreeport,fakta freeport
16603,faktany,faktanya
16604,fisip,fakultas ilmu sosial dan ilmu politik
16605,fkm,fakultas kesehatan masyarakat
16606,fala,fals
16607,family,famili
16608,ff,fan fiction
16609,fanfic,fan fiction
16610,ffgenpi,fan fiction genpi
16611,fftv,fan film televisi
16612,fp,fan page
16613,fansbase,fanbase
16614,fansboy,fanboy
16615,fansnya,fannya
16616,fantasiin,fantasikan
16617,fantastic,fantastis
16618,fantastik,fantastis
16619,fanyaclarisha,fanya ckarisha
16620,farhatabbaslaw,farhat abbas law
16621,faridz,fariz
16622,fasiq,fasik
16623,fathonah,fatanah
16624,fatwasahur,fatwa sahur
16625,fauziah,fauziyah
16626,favourite,favorit
16627,favourites,favorit
16628,fmi,federasi mountaineering indonesia
16629,fifa,federation of international football association
16630,feell,feel
16631,ferdinand,ferdinan
16632,fwg2018,festival wong gunung 2018
16633,fie,fi
16634,fiykum,fiikum
16635,filem,film
16636,flim,film
16637,film2,film film
16638,filmmalam,film malam
16639,ftv,film televisi
16640,flimnya,filmnya
16641,filaafat,filsafat
16642,finallyy,finally
16643,financialplanningsyariah,financial planning syariah
16644,findinghyukjae,finding hyukjae
16645,firman2,firman firman
16646,fizik,fisik
16647,fitn,fit
16648,fitneh,fitnah
16649,fiks,fix
16650,falshback,flashback
16651,fmb9,fm
16652,focus,fokus
16653,folky,folk
16654,fyi,for your information
16655,fkdm,forum kewaspadaan dini masyarakat
16656,fkl,forum konservasi leuser
16657,fkpt,forum koordinasi pencegahan terorisme
16658,forkopimda,forum koordinasi pimpinan daerah
16659,fpk,forum pembauran kebangsaan
16660,forikan,forum peningkatan konsumsi ikan nasional
16661,ftho,foto
16662,fotomemek,foto memek
16663,fotosyut,foto shoot
16664,fourtwnty,four twenty
16665,foya2,foya foya
16666,freepalestine,free palestine
16667,freethinker,free thinker
16668,freemasonry,freemason
16669,feeport,freeport
16670,freefort,freeport
16671,freepor,freeport
16672,frefoort,freeport
16673,freport,freeport
16674,frepot,freeport
16675,freeport51,freeport 51
16676,frezzer,freezer
16677,fwb,friends with benefit
16678,fpi,front pembela islam
16679,fpie,front pembela islam
16680,fak,fuck
16681,fck,fuck
16682,fckk,fuck
16683,fcx,fuck
16684,fucc,fuck
16685,fuckry,fuck
16686,fuckyou,fuck you
16687,faker,fucker
16688,fuggin,fucking
16689,fullbody,full body
16690,fushilat,fussilat
16691,futcal,futsal
16692,fuyyoo,fuyooo
16693,gbung,gabung
16694,gegadis,gadis
16695,gadu,gaduh
16696,gaduhkarenaahok,gaduh karena ahok
16697,gagahin,gagahi
16698,galfok,gagal fokus
16699,gamon,gagal move on
16700,gamonin,gagal move on
16701,gagalpaham,gagal paham
16702,gaptek,gagap teknologi
16703,gagasancakimin,gagasan cak imin
16704,goib,gaib
16705,gairqh,gairah
16706,gajihnya,gajinya
16707,galapremiere,gala premiere
16708,galerydiskominfometro,galeri dinas komunikasi dan informatika
16709,gambaq,gambar
16710,gambar2,gambar gambar
16711,gandoskui,gandos itu
16712,g3nkbenkz,gangbang
16713,ganjaryasin,ganjar yasin
16714,ganjaryasin1,ganjar yasin 1
16715,ganjaryasinmenang,ganjar yasin menang
16716,gantengs,ganteng
16717,ganteng2nya,ganteng gantengnya
16718,gantianyar,ganti baru
16719,gantipreisden,ganti presiden
16720,gantipresi,ganti presiden
16721,gantipreside,ganti presiden
16722,gantipresiden,ganti presiden
16723,gantipresiden2019,ganti presiden 2019
16724,gantipresidenyuk,ganti presiden yuk
16725,gapleh,gaple
16726,garagara,gara gara
16727,gegara,gara gara
16728,gaass,gas
16729,gass,gas
16730,ges,gas
16731,gatal2,gatal gatal
16732,getel,gatel
16733,guwatel,gatel
16734,gatse,gates
16735,gatsu,gatot subroto
16736,gaungin,gaungkan
16737,gawatt,gawat
16738,gayfitness,gay fitness
16739,gayasia,gay asia
16740,gaybandung,gay bandung
16741,gaybear,gay bear
16742,gaybrondong,gay berondong
16743,gaybottom,gay bottom
16744,gayboy,gay boy
16745,gaychaser,gay chaser
16746,gaycirebon,gay cirebon
16747,gayindo,gay indonesia
16748,gayindonesia,gay indonesia
16749,gayjakarta,gay jakarta
16750,gaylokal,gay lokal
16751,gaysex,gay sex
16752,gaytangger,gay tangger
16753,gaytop,gay top
16754,gayvid,gay video
16755,gayvideo,gay video
16756,gayjogja,gay yogyakarta
16757,gayyogyakarta,gay yogyakarta
16758,gaye,gaya
16759,gayya,gaya
16760,gazamassacre,gaza massacre
16761,gazaunderattack,gaza under attack
16762,gebukin,gebuk
16763,gebukpki,gebuk partai komunis indonesia
16764,gpbg,gebyar pesona budaya garut
16765,gd,gede
16766,gede2,gede gede
16767,gedein,gedekan
16768,gejala2,gejala gejala
16769,gelangkode,gelang kode
16770,gelapin,gelapi
16771,gelarâ� seminar,gelar seminar
16772,gelombangbiru,gelombang biru
16773,gbk,gelora bung karno
16774,gemasatukata,gema satu kata
16775,gemasatukata2018,gema satu kata 2018
16776,gmz,gemas
16777,gemesh,gemas
16778,gemes2nya,gemas gemasnya
16779,gemasian85,gemasian 85
16780,gombel,gembel
16781,gemeter,gemetar
16782,gempak,gempa
16783,genepin,genapi
16784,gencarâ,gencar
16785,genjat,gencat
16786,gendero,genderuwo
16787,genderowo,genderuwo
16788,genpi,generasi pesona indonesia
16789,genpicilegon,generasi pesona indonesia cilegon
16790,gengen,geng
16791,genk,geng
16792,geng2,geng geng
16793,genjer2,genjer genjer
16794,gentlemen,gentleman
16795,geopolitk,geopolitik
16796,graham,geraham
16797,gc,gerak cepat
16798,gercep,gerak cepat
16799,gerakin,gerakan
16800,gerakkn,gerakan
16801,g30s,gerakan 30 september
16802,g30spki,gerakan 30 september partai komunis indonesia
16803,gafatar,gerakan fajar nusantara
16804,gerakanindonesiabersyukur,gerakan indonesia bersyukur
16805,gmbi,gerakan masyarakat bawah indonesia
16806,gnpf,gerakan nasional pengawal fatwa
16807,gto,gerbang tol otomatis
16808,geruduk,gerebek
16809,gruduk,gerebek
16810,geraja,gereja
16811,greja,gereja
16812,gbkp,gereja batak karo protestan
16813,gereja2,gereja gereja
16814,gki,gereja kristen indonesia
16815,gkj,gereja kristen jawa
16816,gkjw,gereja kristen jawi wetan
16817,gkp,gereja kristen protestan
16818,gkps,gereja kristen protestan simalungun
16819,grepe,gereoe
16820,gerindong,gerindra
16821,grindr,gerindra
16822,grindra,gerindra
16823,gerombolam,gerombolan
16824,grombolan,gerombolan
16825,grombolanya,gerombolannya
16826,grung,gerung
16827,gesek2,gesek gesek
16828,gesek2an,gesek gesekan
16829,gesekin,gesekan
16830,giat2nya,giat giatnya
16831,gihh,gih
16832,gendheng,gila
16833,gil,gila
16834,gla,gila
16835,giladong,gila dong
16836,gila2an,gila gilaan
16837,gilakan,gilakan
16838,giting,ginting
16839,giveup,give up
16840,glam,glamor
16841,globalâ,global
16842,globalâ� 3,global
16843,globalmapper,global mapper
16844,gps,global positioning system
16845,gsm,global system for mobile
16846,goblik,go publik
16847,gth,go to hell
16848,gblg,goblok
16849,gblk,goblok
16850,goblo,goblok
16851,goblokk,goblok
16852,gobloo,goblok
16853,gobs,goblok
16854,goublog,goblok
16855,guoblok,goblok
16856,guoplok,goblok
16857,goblok2,goblok goblok
16858,goblogin,goblokan
16859,goblokin,goblokan
16860,gblknya,gobloknya
16861,guobloge,gobloknya
16862,goestofestivaltamb,goes to festival thumb
16863,goodbener,good benar
16864,goodluck,good luck
16865,gst,goods and services tax
16866,geogle,google
16867,gogle,google
16868,gugel,google
16869,goren,goreng
16870,goregan,gorengan
16871,goyang2,goyang goyang
16872,grabtakesyouthere,grab takes you there
16873,grameds,gramedia
16874,gta,grand theft auto
16875,greatreturnmarch,great return march
16876,greentea,green tea
16877,greenteaa,green tea
16878,grundr,grindr
16879,gronbrekeng,groundbreaking
16880,growlr,growl
16881,grooup,grup
16882,group,grup
16883,groupnya,grupnya
16884,goa,gua
16885,gubenue,gubernur
16886,gubernurâ,gubernur
16887,gubernurzamannow,gubernur zaman now
16888,gubraak,gubrak
16889,eug,gue
16890,guak,gue
16891,guhe,gue
16892,guwa,gue
16893,gwa,gue
16894,gue2,gue gue
16895,gwelah,guelah
16896,gulingin,gulingkan
16897,gunain,gunakan
16898,gunaannya,gunanya
16899,gungg,gunung
16900,gunungsitoli,gunung sitoli
16901,guss,gus
16902,gusdur,gus dur
16903,gusipu,gus ipul
16904,gusipulmbakputi,gus ipul mbak puti
16905,gusipulputi2,gus ipul puti 2
16906,gusipulputimenang,gus ipul puti menang
16907,gusipulputisantun,gus ipul puti santun
16908,gusmus,gus mus
16909,gustii,gusti
16910,gustibangkalan,gusti bangkalan
16911,gustitopmarkotob,gusti top markotop
16912,gaes,guys
16913,gaesð,guys
16914,gaess,guys
16915,gaiis,guys
16916,gengss,guys
16917,haa,ha
16918,haahaha,haha
16919,err,hem
16920,fuh,huh
16921,fuhh,huh
16922,fui,huh
16923,fuih,huh
16924,eomma,ibu
16925,eslam,islam
16926,eyup,iya
16927,elekku,jelekku
16928,geleh,jijik
16929,gan,juragan
16930,eonni,kakak
16931,eonnie,kakak
16932,glojotan,kelojotan
16933,encan,kencan
16934,eramas,keramas
16935,eruh,keruh
16936,esan,kesan
16937,evillaugh,ketawa jahat
16938,guyon2,ketawa ketawa
16939,elloo,lu
16940,eloe,lu
16941,eluh,lu
16942,elunya,lunya
16943,emaka,mak
16944,emakemak,mak mak
16945,emyu,manchester united
16946,gelem,mau
16947,geleme,maunya
16948,emange,memangnya
16949,emgnya,memangnya
16950,gaweni,membuat
16951,engaku,mengaku
16952,elakkan,mengelakkan
16953,gilani,menggilakan
16954,following,mengikuti
16955,gomong,mengomong
16956,gmgnya,mengomongnya
16957,endasmu,ndasmu
16958,gapain,ngapain
16959,enthu,ngentot
16960,entotanya,ngentotannya
16961,eue,ngewe
16962,ew,ngewe
16963,ewe,ngewe
16964,ewean,ngewe
16965,ewek,ngewe
16966,ewi,ngewe
16967,eww,ngewe
16968,eyy,oi
16969,fahum,paham
16970,fahami,pahami
16971,falsu,palsu
16972,fantas,pantas
16973,fantasan,pantas saja
16974,fekaes,partai keadilan sejahtera
16975,gawean,pekerjaan
16976,gaweanne,pekerjaannya
16977,gaweannya,pekerjaannya
16978,fahaman,pemahaman
16979,emprop,pemerintah provinsi
16980,engap,pengap
16981,fllwr,pengikut
16982,folower,pengikut
16983,followerswajibtahu,pengikut wajib tahu
16984,followermu,pengikutmu
16985,figura,pigura
16986,fihak,pihak
16987,fikirin,pikirkan
16988,fikirkan,pikirkan
16989,finta,pinta
16990,fifis,pipis
16991,fulang,pulang
16992,eman2,sayang
16993,esde,sekolah dasar
16994,geus,sudah
16995,etapi,tapi
16996,endog,telur
16997,goollnya,tujuannya
16998,ekwkwkw,wkwk
16999,haddeehh,aduh
17000,hadeeh,aduh
17001,hadehh,aduh
17002,hadekh,aduh
17003,hadeuhh,aduh
17004,hadeuuhh,aduh
17005,hadoii,aduh
17006,haduhh,aduh
17007,hduh,aduh
17008,hailah,alah
17009,halaah,alah
17010,halagh,alah
17011,halah,alah
17012,heleh,alah
17013,hilih,alah
17014,hanjing,anjing
17015,hanjer,anjir
17016,hapa,apa
17017,hayok,ayo
17018,hayoo,ayo
17019,hayu,ayo
17020,hayukakertajati,ayo ke kertajati
17021,hedon,boros
17022,haetda,buset dah
17023,heula,cepat
17024,image,citra
17025,imej,citra
17026,imagenya,citranya
17027,ianya,dianya
17028,huf,duh
17029,huft,duh
17030,huuft,duh
17031,inkulturasim,enkulturasi
17032,inkulturisasi,enkulturasi
17033,idk,gue gak tau
17034,hah,ha
17035,habes,habis
17036,habi,habis
17037,habiiss,habis
17038,habisgelapterbitlahterang,habis gelap terbitlah terang
17039,habis2,habis habis
17040,habisin,habiskan
17041,hekell,hacker
17042,hdapan,hadapan
17043,hdi,hadi
17044,hadials,hadiah
17045,hadist,hadis
17046,hadith,hadis
17047,hadits,hadis
17048,haditsnya,hadisnya
17049,hafidz,hafiz
17050,hafizh,hafiz
17051,hahaa,haha
17052,hahaahhaha,haha
17053,hahah,haha
17054,hahahaa,haha
17055,hahahaahah,haha
17056,hahahah,haha
17057,hahahaha,haha
17058,hahahahaa,haha
17059,hahahahah,haha
17060,hahahahahaa,haha
17061,hahahahahaahabababba,haha
17062,hahahahahaahahha,haha
17063,hahahahahah,haha
17064,hahahahahaha,haha
17065,hahahahahahah,haha
17066,hahahahahahahaha,haha
17067,hahahahahha,haha
17068,hahahahhaa,haha
17069,hahahahhahaa,haha
17070,hahahha,haha
17071,hahahhaha,haha
17072,hahahhahaha,haha
17073,hahahhahahahahahahahahahaha,haha
17074,hahahhahahhahahaha,haha
17075,hahajaaha,haha
17076,hahh,haha
17077,hahha,haha
17078,hahhaa,haha
17079,hahhaha,haha
17080,hahhahah,haha
17081,hahhahahaha,haha
17082,hajsjjssjhs,haha
17083,hauahahaha,haha
17084,hhaa,haha
17085,hjshshshhshh,haha
17086,hshshshjsjs,haha
17087,huahahaha,haha
17088,huahuahua,haha
17089,hubahahaha,haha
17090,huhahahhahahaa,haha
17091,haei,hai
17092,haii,hai
17093,hei,hai
17094,hii,hai
17095,haih,haiz
17096,haihh,haiz
17097,haizz,haiz
17098,hishh,haiz
17099,hx,haiz
17100,hamhunianlayak,hak asasi manusia hunian layak
17101,hak2,hak hak
17102,hak2nya,hak haknya
17103,haqiqi,hakiki
17104,hqq,hakiki
17105,halalâ,halal
17106,halamanya,halamannya
17107,halang2,halang halang
17108,halaqoh,halaqah
17109,halny,halnya
17110,hello,halo
17111,hellow,halo
17112,heloo,halo
17113,hloo,halo
17114,hampyr,hampir
17115,hangeng,han geng
17116,hambok,hanbok
17117,hancurkanpks,hancurkan partai keadilan sejahtera
17118,hancurkanpartaisetan,hancurkan partai setan
17119,hp,handphone
17120,henponku,handphoneku
17121,hapenya,handphonenya
17122,hpnya,handphonenya
17123,hantayudha,hanta yudha
17124,hanyo,hanya
17125,hanyaitusajasimpel,hanya itu saja simpel
17126,heppy,happy
17127,happyireneday,happy irene day
17128,haqul,haqqul
17129,harakahislamiyah,harakah islamiyah
17130,haramin,haramkan
17131,hrp,harap
17132,hardcover,hard cover
17133,harkis,hardcase
17134,harg,harga
17135,harga2,harga harga
17136,hargain,hargai
17137,hrgai,hargai
17138,hariburuh2018,hari buruh 2018
17139,hariâ� ini,hari ini
17140,harinini,hari ini
17141,harinibpuasa,hari ini puasa
17142,harikartini,hari kartini
17143,harikartini2018,hari kartini 2018
17144,hut,hari ulang tahun
17145,harinua,harinya
17146,harlah20p,harlah 20
17147,haruss,harus
17148,hassan,hasan
17149,hasananton2,hasan anton 2
17150,hasana,hasanah
17151,hasanah2menang,hasanah 2 menang
17152,hasanahkanggojabarâ,hasanah untuk jawa barat
17153,hasanahkeurjabar,hasanah untuk jawa barat
17154,hasanuddin,hasanudin
17155,hasil2nya,hasil hasilnya
17156,hasilkerjanya,hasil kerjanya
17157,haselhoff,hasselhoff
17158,hatespeech,hate speech
17159,hatters,hater
17160,htrz,hater
17161,hausminiquiz,haus mini quiz
17162,hauzminiquiz,haus mini quiz
17163,hauzid,hazid
17164,hee,he
17165,heh,he
17166,hey,he
17167,heechul,he decul
17168,hey2,he he
17169,hwhw,he he
17170,henset,headset
17171,hetset,headset
17172,hgg,hearthstone global games
17173,heba,hebat
17174,hebatkannegaraku,hebat negaraku
17175,heboh2,heboh heboh
17176,hebohin,hebohkan
17177,hehe,hehe
17178,hehee,hehe
17179,heheehe,hehe
17180,heheh,hehe
17181,hehehe,hehe
17182,heheheh,hehe
17183,hehehehe,hehe
17184,hehehehehe,hehe
17185,heli,helikopter
17186,hilikopternya,helikopternya
17187,helps,help
17188,hemm,hem
17189,hh,hem
17190,hhmm,hem
17191,hm,hem
17192,hmmz,hem
17193,hoam,hem
17194,hendropriyono,hendro priyono
17195,henti2nya,henti hentinya
17196,herjosout,herjos out
17197,hdmy,herman deru mawardi yahya
17198,hebahan,hibahan
17199,irungna,hidungnya
17200,hidupkpk,hidup komisi pemberantasan korupsi
17201,hiduprakyat,hidup rakyat
17202,hdpku,hidupku
17203,idupku,hidupku
17204,hdupmu,hidupmu
17205,hd,high definition
17206,hightop,high top
17207,hihi,hihi
17208,hihihi,hihi
17209,hihihihi,hihi
17210,hihihihihi,hihi
17211,hihihihihihi,hihi
17212,hejaz,hijaz
17213,ilangnye,hilangnya
17214,himepa,himpunan mahasiswa ekononmi pembangunan
17215,hmi,himpunan mahasiswa islam
17216,hin,hina
17217,hina2,hina hina
17218,hindhu,hindu
17219,hirukpikuk,hiruk pikuk
17220,history,histori
17221,hits,hit
17222,hitle,hitler
17223,hitung2an,hitung hitungan
17224,htibubar7mei,hizbut tahrir indonesia bubar 7 mei
17225,htimakar,hizbut tahrir indonesia makar
17226,hoax,hoaks
17227,hoaxs,hoaks
17228,hoaz,hoaks
17229,hobby,hobi
